,text,score
1924,I never close a door without opening a window and then re-closing and re-opening them exactly five times. My OCD is reeeeally bad.,980
1925,"Many religions worship Me but only one does so correctly. The others are in procedural error, and thus all of their members will go to hell.",1145
1926,Everybody quit fucking with My shit.,805
1927,"If @rickygervais did not exist, it would be necessary to invent him.",1248
1928,The baby that was cured of AIDS was cured only because it was the first infected baby that expressed sincere remorse for what it had done.,4121
1929,There will be peace in the Holy Land the instant it's no longer thought of as the Holy Land.,1161
1930,"""The Bible"" running on the History Channel is like ""Dragons"" running on Animal Planet.",4092
1931,"Jesus died for your sins, but Vegas lives for them.",1238
1932,Even if everything happened for a reason there would be no reason for that.,970
1933,Bad breath is better than none.,1076
1934,"On one hand, eating meat is bad for your body, bad for animals and bad for the earth. On the other hand, bacon.",2700
1935,"Fundamentalists, quit sitting around waiting for the end of the world. Get out there and make it happen!",848
1936,You don't have to be crazy to believe in Me... but it helps!,1212
1937,Please retweet this to raise awareness for this tweet. #MakeADifference,1191
1938,It's weird for Me not having a Pope. I feel like Burns without Smithers.,3550
1939,"How would you like your apocalypse, regular or zombie?",1500
1940,"Dear Justin,Happy birthday!Love,Dad",742
1941,The Vatican just deleted all the Pope's tweets. Because NO ONE denies reality like the Catholic Church.,2264
1942,"Not cool. RT ""@pontifex So long suckers!""",627
1943,"Catholics: there's no pope! Quick, start sinning before it starts counting again!",2872
1944,"On a scale of 1 to 10, Scientology is awful.",831
1945,"When you type ""omg"" you simultaneously blaspheme, abbreviate and lower-case My name. But hey, no worries.",2350
1946,"""It's gettin' hot in here, so take off all your clothes!"" - All humanity, by 2040.",681
1947,Janis Joplin now spends all day driving through heaven in a Mercedes-Benz.,998
1948,"Don't judge a man until you've walked a  mile in his moccasins. Wait, the guy wears moccasins? What a dumbass.",783
1949,"""Titanic II: Still Sinkable!""",838
1950,I'm telling you right now if you don't start behaving down there I will turn this planet around.,1233
1951,"I'm tired of Twitter telling Me ""who I'm similar to"". The only person I'm similar to is Oprah, only sometimes she actually answers prayers.",988
1952,I can't begin to tell you how little any of it matters.,1238
1953,"Based on how often I'm asked to ""Save the Queen"", she must be the clumsiest oaf in the world.",1063
1954,Diamonds are a girl's best friend and an impoverished Sierra Leonean child laborer's worst nightmare.,1230
1955,"It's not how many times you get knocked down, although the fewer the better obviously.",847
1956,"The sad thing is, many of the people in the 'In Memoriam' section were alive when the show began.",968
1957,Anne Hathaway of annoying Me.,954
1958,Any requests for winners?,674
1959,If you retweet this you can skip church. If you planned to anyway you can masturbate. If you planned to anyway you can masturbate in church.,1156
1960,"""Does it really make you angry when we masturbate?"" Yes, because it brings back bad memories of how I really created the universe.",974
1961,Of course the Vatican has a gay lobby. It's also called the rear entrance.,731
1962,I'm not sure I believe in Myself anymore either.,1202
1963,I am a mystery covered in an enigma shrouded by people hating and killing each other.,919
1964,Retweet this or face My wrath! At some point!! Probably!!!,813
1965,People love talking about the weather but hate talking about the climate.,1090
1966,"I don't call your name when I make fire burst forth from the mighty volcano, so please don't call mine when you come.",912
1967,I'm getting too old for this shit.,1624
1968,"""Dammit, I'm more than 15 minutes late for my three o'clock."" John 3:16.",1347
1969,I created the entire universe in six days because I have infinite power. Then I rested on the seventh day because I was tired.,1696
1970,It's too bad most of the people who are into Me are the religious types.,1092
1971,"Although I created the Universe and have unlimited power over all things, it is very important to My self-esteem to be praised frequently.",1524
1972,"Give up, itsy-bitsy spider. It wasn't meant to be.",749
1973,Oscar prediction: Oscar Pistorius will be found guilty.,865
1974,Desperate times call for desperate excuses.,732
1975,IT'S HEADS! YES! I JUST WON 8 BILLION GALAXIES! #FUCKYOUSATAN,1007
1976,Any rational observer would agree the human race is running low on rational observers.,917
1977,For your convenience today's church service will be broadcast worldwide from New Orleans at 6:30pm EST. Guest preacher: Beyoncé.,891
1978,"Here's my favorite knock-knock joke ever.""Knock knock.""""Who's there?""""The Jehovah's Witnesses.""""Then fuck you.""",1307
1979,"The people who say ""it's all part of God's plan"" give Me waaay too much credit.",963
1980,"This Saturday night be fruitful and multiply. Or, to put it more slangily, getteth thee some.",768
1981,"In the beginning I said ""Let there be light."" Then I said ""Let there be camera."" Then I said ""Let there be action!"" Then I ran overbudget.",1803
1982,Fish are just mobile sushi storage units.,884
1983,Life is one long assisted suicide.,957
1984,To accept evolution is to believe the end result of four billion years of increasing biological complexity is a man buying a gun at Walmart.,1454
1985,#FF Me or I'll smite the shit out of you.,579
1986,"To the extent the Earth is a maternal figure, human beings are motherfuckers.",776
1987,"The three most destructively misinterpreted documents of all time are the Bible, the U.S. Constitution, and the Official Rules of Golf.",1902
1988,"""27% of Americans Believe God Helps Decide Who Wins Sporting Events."" Rarely. I only do it when I'm in Vegas. And I'm almost never in Vegas.",754
1989,"Whoever said you couldn't convey sarcasm in a tweet was really, really, really, really smart.",649
1990,WTF? Just in general.,545
1991,Tuesday is the filling in the Monday-Wednesday shit sandwich.,816
1992,"I don't regret the decision to commission a song celebrating faith, but I do regret giving the job to George Michael.",663
1993,Soooo much stupid.,484
1994,"""Boy Scouts May Allow Gays."" It's about time. Nobody does camp better.",883
1995,"Damage the ocean and nobody cares. Damage Frank Ocean and boy, here comes the media.",763
1996,"Call Me crazy, but the ideal number of times a Pope should have once been a member of the Nazi Youth is zero.",2119
1997,The reason I haven't been verified by Twitter is that I haven't been verified by anybody.,4198
1998,"If I ever won an award I would thank actors, athletes, rappers, and Friday.",786
1999,"I see you all the time and I saw what you were doing in the shower yesterday and it was unholy, I don't care how much you cleaned it after.",661
2000,"Today, instead of sitting through a sermon on the Bible, why not enjoy salmon on a bagel?",588
2001,"I believe the children are the future, followed by the zombies.",756
2002,I want a promotion.,751
2003,"Regrets? I've had a few. But then again, you're one of them.",657
2004,"The National Viking Association used to argue that owning a spear was a ""Thor-given right"".",709
2005,"""I've got 99 puppies and a bitch ain't one."" - Statistically unlikely kennel owner.",754
2006,"Sarah Palin... she... she just... [sighs, shakes head, regrets Creation]",2201
2007,"What would Jesus do? Raise the dead and walk on water. Good luck with that, peeps.",737
2008,Mosquitoes are Me being a dick.,975
2009,Dance like nobody's watching. Masturbate the same way.,994
2010,The surest sign that someone is wrong is that they disagree with you.,1216
2011,"Everything happens for a reason. Two reasons, actually: shits and giggles.",1270
2012,Yay! U.S. militarywomen are now allowed to serve in combat! #equality #killingpeople #justice #killingpeople #empoweringwomen #killingwomen,670
2013,The people in government who say people in government are the problem are the problem.,863
2014,Life gets a lot simpler once you're dead.,744
2015,"""Why are we here?"" Because you'd look silly over there.",839
2016,Messiah complex + paranoid schizophrenia + animal hoarding = Noah.,958
2017,"See, the thing about some people is, they're stupid.",1622
2018,"""And thou shalt know those whom God has chosen for eternal salvation in the following manner: they shall retweet this."" Revelation 4:12.",445
2019,"Matthew 28, John 20. Luke 24, Mark 21. That means Matthew and Luke will meet in the finals.",781
